# normalized display name	exact unenchanted UniqueName
# Generated from formatted-items.txt; used for market_history demand lookups.
# entries=5092
"tame" caerleon cottontail	T8_FARM_RABBIT_EASTER_GROWN_DARK
elder's tracking toolkit	T8_2H_TOOL_TRACKING
elder's transport mammoth	T8_MOUNT_MAMMOTH_TRANSPORT
elder's transport ox	T8_MOUNT_OX
elder's trinity spear	T8_2H_TRIDENT_UNDEAD
elder's truebolt hammer	T8_2H_HAMMER_CRYSTAL
elder's twin slayers	T8_2H_DAGGERPAIR_CRYSTAL
elder's unbreakable crystal	T8_ARTEFACT_OFF_SHIELD_CRYSTAL
elder's unbreakable ward	T8_OFF_SHIELD_CRYSTAL
elder's undead cape	T8_CAPEITEM_UNDEAD
elder's undead crest	T8_CAPEITEM_UNDEAD_BP
elder's unholy scroll	T8_ARTEFACT_2H_INFERNOSTAFF_MORGANA
elder's untarnished griffin feathers	T8_ARTEFACT_ARMOR_LEATHER_FEY
elder's uprooted perennial sapling	T8_ARTEFACT_MAIN_NATURESTAFF_AVALON
elder's ursine guardian remains	T8_ARTEFACT_2H_KNUCKLES_KEEPER
elder's ursine maulers	T8_2H_KNUCKLES_KEEPER
elder's veilweaver carapace	T8_ARTEFACT_ARMOR_PLATE_FEY
elder's veilweaver claws	T8_ARTEFACT_SHOES_PLATE_FEY
elder's veilweaver mandibles	T8_ARTEFACT_HEAD_PLATE_FEY
elder's wailing bow	T8_2H_BOW_HELL
elder's warbow	T8_2H_WARBOW
elder's warhorse	T8_MOUNT_ARMORED_HORSE_SKIN_01
elder's warped raven plate	T8_ARTEFACT_2H_KNUCKLES_MORGANA
elder's weeping repeater	T8_2H_REPEATINGCROSSBOW_UNDEAD
elder's werewolf remnant	T8_ARTEFACT_2H_SHAPESHIFTER_MORGANA
elder's whispering bow	T8_2H_LONGBOW_UNDEAD
elder's wild staff	T8_2H_WILDSTAFF
elder's wildfire orb	T8_ARTEFACT_MAIN_FIRESTAFF_KEEPER
elder's wildfire staff	T8_MAIN_FIRESTAFF_KEEPER
elder's windborne crystal	T8_ARTEFACT_2H_BOW_CRYSTAL
elder's witchwork staff	T8_MAIN_ARCANESTAFF_UNDEAD
elite bighorn ram	T8_MOUNT_RAM_FW_MARTLOCK_ELITE
elite bighorn ram lamb	T8_FARM_RAM_FW_MARTLOCK_BABY
elite green knight's armor	UNIQUE_ARMOR_VANITY_KNIGHT_GREEN_ELITE
elite green knight's armored horse	SKIN_ARMORED_HORSE_KNIGHT_GREEN_ELITE
elite green knight's boots	UNIQUE_SHOES_VANITY_KNIGHT_GREEN_ELITE
elite green knight's cape	UNIQUE_CAPE_VANITY_KNIGHT_GREEN_ELITE
elite green knight's helmet	UNIQUE_HEAD_VANITY_KNIGHT_GREEN_ELITE
elite greywolf	T8_MOUNT_GREYWOLF_FW_CAERLEON_ELITE
elite greywolf pup	T8_FARM_GREYWOLF_FW_CAERLEON_BABY
elite mystic owl	T8_MOUNT_OWL_FW_BRECILIEN_ELITE
elite mystic owlet	T8_FARM_OWL_FW_BRECILIEN_BABY
elite swamp salamander	T8_MOUNT_SWAMPDRAGON_FW_THETFORD_ELITE
elite terrorbird	T8_MOUNT_MOABIRD_FW_BRIDGEWATCH_ELITE
elite wild boar	T8_MOUNT_DIREBOAR_FW_LYMHURST_ELITE
elite wild boarlet	T8_FARM_DIREBOAR_FW_LYMHURST_BABY
elite winter bear	T8_MOUNT_DIREBEAR_FW_FORTSTERLING_ELITE
elite winter bear cub	T8_FARM_DIREBEAR_FW_FORTSTERLING_BABY
elusive foxglove	T6_FOXGLOVE
elusive foxglove seeds	T6_FARM_FOXGLOVE_SEED
embalmed tiger	SKIN_COUGAR_MUMMY_TELLAFRIEND
ember mare	SKIN_HORSE_MONK_FIRE
emerald basilisk	SKIN_LIZARD_DRAKE_AJ
empty coffin	UNIQUE_FURNITUREITEM_ADC_GRIM_COFFIN
encyclopedia of power	T6_FURNITUREITEM_TROPHY_GENERAL
energy potion	T4_POTION_ENERGY
entertainer's costume	UNIQUE_ARMOR_VANITY_ENTERTAINER
entertainer's mask	UNIQUE_HEAD_VANITY_ENTERTAINER
entertainer's shoes	UNIQUE_SHOES_VANITY_ENTERTAINER
epic community chest	UNIQUE_LOOTCHEST_COMMUNITY_EPIC
epic community treasure	UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_EPIC
epic explorer's giant stag	UNIQUE_MOUNT_GIANTSTAG_FOUNDER_EPIC
epic guild season winner	SKIN_DIREWOLF_GVGSEASON_1ST_02
ethereal horse	SKIN_HORSE_PRIEST_HOLY
excellent dawnfeather	T7_ALCHEMY_RARE_EAGLE
excellent imp's horn	T7_ALCHEMY_RARE_IMP
excellent runestone tooth	T7_ALCHEMY_RARE_ELEMENTAL
excellent shadow claws	T7_ALCHEMY_RARE_PANTHER
excellent spirit paws	T7_ALCHEMY_RARE_DIREBEAR
excellent sylvian root	T7_ALCHEMY_RARE_ENT
excellent werewolf fangs	T7_ALCHEMY_RARE_WEREWOLF
exiled monk's hood	UNIQUE_HEAD_VANITY_PRIEST_RED
exiled monk's robe	UNIQUE_ARMOR_VANITY_PRIEST_RED
exiled monk's sandals	UNIQUE_SHOES_VANITY_PRIEST_RED
exiled monk's walking staff	UNIQUE_OFF_VANITY_PRIEST_RED
exorbitant robe	UNIQUE_ARMOR_VANITY_VERY_WEALTHY_NOBLE_AJ
expert animal skinner tome	T5_SKILLBOOK_GATHER_HIDE
expert blacksmith contract	T5_LABOURER_CONTRACT_WARRIOR
expert blacksmith's journal (empty)	T5_JOURNAL_WARRIOR_EMPTY
expert blacksmith's journal (full)	T5_JOURNAL_WARRIOR_FULL
expert blacksmith's journal (partially full)	T5_JOURNAL_WARRIOR
expert cropper contract	T5_LABOURER_CONTRACT_FIBER
expert cropper's journal (empty)	T5_JOURNAL_FIBER_EMPTY
expert cropper's journal (full)	T5_JOURNAL_FIBER_FULL
expert cropper's journal (partially full)	T5_JOURNAL_FIBER
expert cropper's trophy journal (empty)	T5_JOURNAL_TROPHY_FIBER_EMPTY
expert cropper's trophy journal (full)	T5_JOURNAL_TROPHY_FIBER_FULL
expert cropper's trophy journal (partially full)	T5_JOURNAL_TROPHY_FIBER
expert fiber harvester tome	T5_SKILLBOOK_GATHER_FIBER
expert fisherman contract	T5_LABOURER_CONTRACT_FISHERMAN
expert fisherman's journal (empty)	T5_JOURNAL_FISHING_EMPTY
expert fisherman's journal (full)	T5_JOURNAL_FISHING_FULL
expert fisherman's journal (partially full)	T5_JOURNAL_FISHING
expert fisherman's trophy journal (empty)	T5_JOURNAL_TROPHY_FISHING_EMPTY
expert fisherman's trophy journal (full)	T5_JOURNAL_TROPHY_FISHING_FULL
expert fisherman's trophy journal (partially full)	T5_JOURNAL_TROPHY_FISHING
expert fletcher contract	T5_LABOURER_CONTRACT_HUNTER
expert fletcher's journal (empty)	T5_JOURNAL_HUNTER_EMPTY
expert fletcher's journal (full)	T5_JOURNAL_HUNTER_FULL
expert fletcher's journal (partially full)	T5_JOURNAL_HUNTER
expert gamekeeper contract	T5_LABOURER_CONTRACT_HIDE
expert gamekeeper's journal (empty)	T5_JOURNAL_HIDE_EMPTY
expert gamekeeper's journal (full)	T5_JOURNAL_HIDE_FULL
expert gamekeeper's journal (partially full)	T5_JOURNAL_HIDE
expert gamekeeper's trophy journal (empty)	T5_JOURNAL_TROPHY_HIDE_EMPTY
expert gamekeeper's trophy journal (full)	T5_JOURNAL_TROPHY_HIDE_FULL
expert gamekeeper's trophy journal (partially full)	T5_JOURNAL_TROPHY_HIDE
expert imbuer contract	T5_LABOURER_CONTRACT_MAGE
expert imbuer's journal (empty)	T5_JOURNAL_MAGE_EMPTY
expert imbuer's journal (full)	T5_JOURNAL_MAGE_FULL
expert imbuer's journal (partially full)	T5_JOURNAL_MAGE
expert lumberjack contract	T5_LABOURER_CONTRACT_WOOD
expert lumberjack tome	T5_SKILLBOOK_GATHER_WOOD
expert lumberjack's journal (empty)	T5_JOURNAL_WOOD_EMPTY
expert lumberjack's journal (full)	T5_JOURNAL_WOOD_FULL
expert lumberjack's journal (partially full)	T5_JOURNAL_WOOD
expert lumberjack's trophy journal (empty)	T5_JOURNAL_TROPHY_WOOD_EMPTY
expert lumberjack's trophy journal (full)	T5_JOURNAL_TROPHY_WOOD_FULL
expert lumberjack's trophy journal (partially full)	T5_JOURNAL_TROPHY_WOOD
expert mercenary contract	T5_LABOURER_CONTRACT_MERCENARY
expert mercenary's journal (empty)	T5_JOURNAL_MERCENARY_EMPTY
expert mercenary's journal (full)	T5_JOURNAL_MERCENARY_FULL
expert mercenary's journal (partially full)	T5_JOURNAL_MERCENARY
expert mercenary's trophy	T5_FURNITUREITEM_TROPHY_MERCENARY
expert mercenary's trophy journal (empty)	T5_JOURNAL_TROPHY_MERCENARY_EMPTY
expert mercenary's trophy journal (full)	T5_JOURNAL_TROPHY_MERCENARY_FULL
expert mercenary's trophy journal (partially full)	T5_JOURNAL_TROPHY_MERCENARY
expert ore miner tome	T5_SKILLBOOK_GATHER_ORE
expert prospector contract	T5_LABOURER_CONTRACT_ORE
expert prospector's journal (empty)	T5_JOURNAL_ORE_EMPTY
expert prospector's journal (full)	T5_JOURNAL_ORE_FULL
expert prospector's journal (partially full)	T5_JOURNAL_ORE
expert prospector's trophy journal (empty)	T5_JOURNAL_TROPHY_ORE_EMPTY
expert prospector's trophy journal (full)	T5_JOURNAL_TROPHY_ORE_FULL
expert prospector's trophy journal (partially full)	T5_JOURNAL_TROPHY_ORE
expert quarrier tome	T5_SKILLBOOK_GATHER_ROCK
expert stonecutter contract	T5_LABOURER_CONTRACT_STONE
expert stonecutter's journal (empty)	T5_JOURNAL_STONE_EMPTY
expert stonecutter's journal (full)	T5_JOURNAL_STONE_FULL
expert stonecutter's journal (partially full)	T5_JOURNAL_STONE
expert stonecutter's trophy journal (empty)	T5_JOURNAL_TROPHY_STONE_EMPTY
expert stonecutter's trophy journal (full)	T5_JOURNAL_TROPHY_STONE_FULL
expert stonecutter's trophy journal (partially full)	T5_JOURNAL_TROPHY_STONE
expert tinker contract	T5_LABOURER_CONTRACT_TOOLMAKER
expert tinker's journal (empty)	T5_JOURNAL_TOOLMAKER_EMPTY
expert tinker's journal (full)	T5_JOURNAL_TOOLMAKER_FULL
expert tinker's journal (partially full)	T5_JOURNAL_TOOLMAKER
expert's alluring amulet	T5_ARTEFACT_ARMOR_CLOTH_MORGANA
expert's alluring bindings	T5_ARTEFACT_SHOES_CLOTH_MORGANA
expert's alluring bolts	T5_ARTEFACT_2H_CROSSBOWLARGE_MORGANA
expert's alluring crystal	T5_ARTEFACT_OFF_ORB_MORGANA
expert's alluring padding	T5_ARTEFACT_HEAD_CLOTH_MORGANA
expert's ancient bindings	T5_ARTEFACT_SHOES_PLATE_UNDEAD
expert's ancient chain rings	T5_ARTEFACT_ARMOR_PLATE_UNDEAD
expert's ancient hammer head	T5_ARTEFACT_2H_HAMMER_UNDEAD
expert's ancient padding	T5_ARTEFACT_HEAD_PLATE_UNDEAD
expert's ancient shield core	T5_ARTEFACT_OFF_TOWERSHIELD_UNDEAD
expert's arcane essence	T5_ESSENCE_POTION
expert's arcane staff	T5_MAIN_ARCANESTAFF
expert's arclight blasters	T5_2H_DUALCROSSBOW_CRYSTAL
expert's arclight crystal	T5_ARTEFACT_2H_DUALCROSSBOW_CRYSTAL
expert's arctic staff	T5_2H_FROSTSTAFF_CRYSTAL
expert's armor of valor	T5_ARMOR_PLATE_AVALON
expert's armored horse	T5_MOUNT_ARMORED_HORSE
expert's assassin hood	T5_HEAD_LEATHER_SET3
expert's assassin jacket	T5_ARMOR_LEATHER_SET3
expert's assassin shoes	T5_SHOES_LEATHER_SET3
expert's astral aegis	T5_OFF_SHIELD_AVALON
expert's astral staff	T5_2H_ARCANESTAFF_CRYSTAL
expert's augured fasteners	T5_ARTEFACT_SHOES_LEATHER_AVALON
expert's augured padding	T5_ARTEFACT_HEAD_LEATHER_AVALON
expert's augured sash	T5_ARTEFACT_ARMOR_LEATHER_AVALON
expert's avalonian axe	T5_2H_TOOL_AXE_AVALON
expert's avalonian battle memoir	T5_ARTEFACT_2H_AXE_AVALON
expert's avalonian cape	T5_CAPEITEM_AVALON
expert's avalonian crest	T5_CAPEITEM_AVALON_BP
expert's avalonian fishing rod	T5_2H_TOOL_FISHINGROD_AVALON
expert's avalonian pickaxe	T5_2H_TOOL_PICK_AVALON
expert's avalonian shard	T5_SHARD_AVALONIAN
expert's avalonian sickle	T5_2H_TOOL_SICKLE_AVALON
expert's avalonian siege hammer	T5_2H_TOOL_SIEGEHAMMER_AVALON
expert's avalonian skinning knife	T5_2H_TOOL_KNIFE_AVALON
expert's avalonian stone hammer	T5_2H_TOOL_HAMMER_AVALON
expert's axe	T5_2H_TOOL_AXE
expert's bag	T5_BAG
expert's bag of silver	T5_SILVERBAG_NONTRADABLE
expert's battle bracers	T5_2H_KNUCKLES_SET2
expert's battleaxe	T5_MAIN_AXE
expert's bear paws	T5_2H_DUALAXE_KEEPER
expert's bed	T5_FURNITUREITEM_BED
expert's bedrock mace	T5_MAIN_ROCKMACE_KEEPER
expert's black hands	T5_2H_IRONGAUNTLETS_HELL
expert's black leather	T5_ARTEFACT_2H_IRONGAUNTLETS_HELL
expert's black monk staff	T5_2H_COMBATSTAFF_MORGANA
expert's blazing staff	T5_2H_INFERNOSTAFF_MORGANA
expert's blight staff	T5_2H_NATURESTAFF_HELL
expert's bloodforged blade	T5_ARTEFACT_MAIN_SCIMITAR_MORGANA
expert's bloodforged catalyst	T5_ARTEFACT_2H_CURSEDSTAFF_MORGANA
expert's bloodforged spikes	T5_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA
expert's bloodletter	T5_MAIN_RAPIER_MORGANA
expert's bloodmoon staff	T5_2H_SHAPESHIFTER_MORGANA
expert's bloodstained antiquities	T5_ARTEFACT_2H_DAGGER_KATAR_AVALON
expert's blueflame crystal	T5_ARTEFACT_OFF_TORCH_CRYSTAL
expert's blueflame torch	T5_OFF_TORCH_CRYSTAL
expert's boltcasters	T5_2H_DUALCROSSBOW_HELL
expert's boots of valor	T5_SHOES_PLATE_AVALON
expert's bow	T5_2H_BOW
expert's bow of badon	T5_2H_BOW_KEEPER
expert's brawler gloves	T5_2H_KNUCKLES_SET1
expert's brecilien cape	T5_CAPEITEM_FW_BRECILIEN
expert's brecilien crest	T5_CAPEITEM_FW_BRECILIEN_BP
expert's bridgewatch cape	T5_CAPEITEM_FW_BRIDGEWATCH
expert's bridgewatch crest	T5_CAPEITEM_FW_BRIDGEWATCH_BP
expert's bridled fury	T5_2H_DAGGER_KATAR_AVALON
expert's brimstone staff	T5_2H_FIRESTAFF_HELL
expert's broadsword	T5_MAIN_SWORD
expert's broken demonic fang	T5_ARTEFACT_MAIN_DAGGER_HELL
expert's broken oaths	T5_ARTEFACT_2H_DUALMACE_AVALON
expert's burning orb	T5_ARTEFACT_2H_FIRESTAFF_HELL
expert's caerleon cape	T5_CAPEITEM_FW_CAERLEON
expert's caerleon crest	T5_CAPEITEM_FW_CAERLEON_BP
expert's caitiff shield	T5_OFF_SHIELD_HELL
expert's camlann mace	T5_2H_MACE_MORGANA
expert's cape	T5_CAPE
expert's carrioncaller	T5_2H_HALBERD_MORGANA
expert's carved bone	T5_ARTEFACT_2H_BOW_KEEPER
expert's carved skull padding	T5_ARTEFACT_HEAD_PLATE_KEEPER
expert's carving sword	T5_2H_CLEAVER_HELL
expert's celestial censer	T5_OFF_CENSER_AVALON
expert's chest	T5_FURNITUREITEM_CHEST
expert's chilled crystalline shard	T5_ARTEFACT_MAIN_FROSTSTAFF_AVALON
expert's chillhowl	T5_MAIN_FROSTSTAFF_AVALON
expert's clarent blade	T5_MAIN_SCIMITAR_MORGANA
expert's claws	T5_2H_CLAWPAIR
expert's claymore	T5_2H_CLAYMORE
expert's cleric cowl	T5_HEAD_CLOTH_SET2
expert's cleric robe	T5_ARMOR_CLOTH_SET2
expert's cleric sandals	T5_SHOES_CLOTH_SET2
expert's cowl of purity	T5_HEAD_CLOTH_AVALON
expert's crackling crystal	T5_ARTEFACT_2H_HAMMER_CRYSTAL
expert's crossbow	T5_2H_CROSSBOW
expert's crushed avalonian heirloom	T5_ARTEFACT_OFF_SHIELD_AVALON
expert's cryptcandle	T5_OFF_LAMP_UNDEAD
expert's crystal league chest	T5_LOOTCHEST_CRYSTAL_LEAGUE
expert's crystal reaper	T5_2H_SCYTHE_CRYSTAL
expert's crystal shard	T5_SHARD_CRYSTAL
expert's crystallized divinity	T5_ARTEFACT_TOKEN_FAVOR_4
expert's crystallized dread	T5_ARTEFACT_TOKEN_FAVOR_2
expert's crystallized magic	T5_ARTEFACT_TOKEN_FAVOR_3
expert's crystallized spirit	T5_ARTEFACT_TOKEN_FAVOR_1
expert's cultist cowl	T5_HEAD_CLOTH_MORGANA
expert's cultist robe	T5_ARMOR_CLOTH_MORGANA
expert's cultist sandals	T5_SHOES_CLOTH_MORGANA
expert's cursed barbs	T5_ARTEFACT_2H_TRIDENT_UNDEAD
expert's cursed blades	T5_ARTEFACT_2H_DUALSCIMITAR_UNDEAD
expert's cursed frozen crystal	T5_ARTEFACT_2H_ICECRYSTAL_UNDEAD
expert's cursed jawbone	T5_ARTEFACT_2H_SKULLORB_HELL
expert's cursed skull	T5_2H_SKULLORB_HELL
expert's cursed staff	T5_MAIN_CURSEDSTAFF
expert's dagger	T5_MAIN_DAGGER
expert's dagger pair	T5_2H_DAGGERPAIR
expert's damaged avalonian gauntlet	T5_ARTEFACT_2H_KNUCKLES_AVALON
expert's damnation staff	T5_2H_CURSEDSTAFF_MORGANA
expert's dawnbird remnant	T5_ARTEFACT_2H_SHAPESHIFTER_AVALON
expert's dawnsong	T5_2H_FIRE_RINGPAIR_AVALON
expert's daybreaker	T5_MAIN_SPEAR_LANCE_AVALON
expert's death-touched crystal	T5_ARTEFACT_2H_DAGGERPAIR_CRYSTAL
expert's deathgivers	T5_2H_DUALSICKLE_UNDEAD
expert's demon armor	T5_ARMOR_PLATE_HELL
expert's demon boots	T5_SHOES_PLATE_HELL
expert's demon cape	T5_CAPEITEM_DEMON
expert's demon crest	T5_CAPEITEM_DEMON_BP
expert's demon helmet	T5_HEAD_PLATE_HELL
expert's demonfang	T5_MAIN_DAGGER_HELL
expert's demonhide bindings	T5_ARTEFACT_SHOES_LEATHER_HELL
expert's demonhide leather	T5_ARTEFACT_ARMOR_LEATHER_HELL
expert's demonhide padding	T5_ARTEFACT_HEAD_LEATHER_HELL
expert's demonic arrowheads	T5_ARTEFACT_2H_BOW_HELL
expert's demonic blade	T5_ARTEFACT_2H_CLEAVER_HELL
expert's demonic filling	T5_ARTEFACT_SHOES_PLATE_HELL
expert's demonic jawbone	T5_ARTEFACT_OFF_DEMONSKULL_HELL
expert's demonic plates	T5_ARTEFACT_ARMOR_PLATE_HELL
expert's demonic scraps	T5_ARTEFACT_HEAD_PLATE_HELL
expert's demonic staff	T5_2H_DEMONICSTAFF
expert's divine staff	T5_2H_DIVINESTAFF
expert's double bladed staff	T5_2H_DOUBLEBLADEDSTAFF
expert's dreadstorm crystal	T5_ARTEFACT_MAIN_MACE_CRYSTAL
expert's dreadstorm monarch	T5_MAIN_MACE_CRYSTAL
expert's druid cowl	T5_HEAD_CLOTH_KEEPER
expert's druid robe	T5_ARMOR_CLOTH_KEEPER
expert's druid sandals	T5_SHOES_CLOTH_KEEPER
expert's druidic bindings	T5_ARTEFACT_SHOES_CLOTH_KEEPER
expert's druidic feathers	T5_ARTEFACT_ARMOR_CLOTH_KEEPER
expert's druidic inscriptions	T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER
expert's druidic preserved beak	T5_ARTEFACT_HEAD_CLOTH_KEEPER
expert's druidic staff	T5_MAIN_NATURESTAFF_KEEPER
expert's dual swords	T5_2H_DUALSWORD
expert's dungeon map (group)	T5_RANDOM_DUNGEON_TOKEN_1
expert's dungeon map (solo)	T5_RANDOM_DUNGEON_SOLO_TOKEN_1
expert's duskweaver armor	T5_ARMOR_PLATE_FEY
expert's duskweaver boots	T5_SHOES_PLATE_FEY
expert's duskweaver helmet	T5_HEAD_PLATE_FEY
expert's earthrune staff	T5_2H_SHAPESHIFTER_KEEPER
expert's edged crystal	T5_ARTEFACT_2H_SCYTHE_CRYSTAL
expert's energy shaper	T5_2H_CROSSBOW_CANNON_AVALON
expert's engraved log	T5_ARTEFACT_2H_RAM_KEEPER
expert's enigmatic staff	T5_2H_ENIGMATICSTAFF
expert's evensong	T5_2H_ARCANE_RINGPAIR_AVALON
expert's exalted crystal	T5_ARTEFACT_2H_HOLYSTAFF_CRYSTAL
expert's exalted greave	T5_ARTEFACT_SHOES_PLATE_AVALON
expert's exalted plating	T5_ARTEFACT_ARMOR_PLATE_AVALON
expert's exalted staff	T5_2H_HOLYSTAFF_CRYSTAL
expert's exalted visor	T5_ARTEFACT_HEAD_PLATE_AVALON
expert's eye of secrets	T5_OFF_ORB_MORGANA
expert's facebreaker	T5_OFF_SPIKEDSHIELD_MORGANA
expert's faded essence	T5_ESSENCE
expert's fallen staff	T5_2H_HOLYSTAFF_HELL
expert's fey dorsal wing	T5_ARTEFACT_ARMOR_CLOTH_FEY
expert's fey dragonscales	T5_ARTEFACT_SHOES_CLOTH_FEY
expert's feyscale hat	T5_HEAD_CLOTH_FEY
expert's feyscale robe	T5_ARMOR_CLOTH_FEY
expert's feyscale sandals	T5_SHOES_CLOTH_FEY
expert's fiend cowl	T5_HEAD_CLOTH_HELL
expert's fiend robe	T5_ARMOR_CLOTH_HELL
expert's fiend sandals	T5_SHOES_CLOTH_HELL
expert's fire staff	T5_MAIN_FIRESTAFF
expert's fisherman backpack	T5_BACKPACK_GATHERER_FISH
expert's fisherman cap	T5_HEAD_GATHERER_FISH
expert's fisherman garb	T5_ARMOR_GATHERER_FISH
expert's fisherman workboots	T5_SHOES_GATHERER_FISH
expert's fishing rod	T5_2H_TOOL_FISHINGROD
expert's fists of avalon	T5_2H_KNUCKLES_AVALON
expert's flamewalker staff	T5_MAIN_FIRESTAFF_CRYSTAL
expert's flawless griffin beak	T5_ARTEFACT_HEAD_LEATHER_FEY
expert's foal	T5_FARM_HORSE_BABY
expert's focus restoration potion	T5_FOCUSPOTION_NONTRADABLE
expert's forcepulse bracers	T5_2H_KNUCKLES_CRYSTAL
expert's forge hammers	T5_2H_DUALHAMMER_HELL
expert's forgebark staff	T5_MAIN_NATURESTAFF_CRYSTAL
expert's forged crystal	T5_ARTEFACT_MAIN_NATURESTAFF_CRYSTAL
expert's fort sterling cape	T5_CAPEITEM_FW_FORTSTERLING
expert's fort sterling crest	T5_CAPEITEM_FW_FORTSTERLING_BP
expert's fractured opaque orb	T5_ARTEFACT_MAIN_CURSEDSTAFF_AVALON
expert's frost staff	T5_MAIN_FROSTSTAFF
expert's galatine pair	T5_2H_DUALSCIMITAR_UNDEAD
expert's generalist trophy journal (empty)	T5_JOURNAL_TROPHY_GENERAL_EMPTY
expert's generalist trophy journal (full)	T5_JOURNAL_TROPHY_GENERAL_FULL
expert's generalist trophy journal (partially full)	T5_JOURNAL_TROPHY_GENERAL
expert's ghastly arrows	T5_ARTEFACT_2H_LONGBOW_UNDEAD
expert's ghastly bindings	T5_ARTEFACT_SHOES_LEATHER_UNDEAD
expert's ghastly blades	T5_ARTEFACT_2H_DUALSICKLE_UNDEAD
expert's ghastly candle	T5_ARTEFACT_OFF_LAMP_UNDEAD
expert's ghastly leather	T5_ARTEFACT_ARMOR_LEATHER_UNDEAD
expert's ghastly scroll	T5_ARTEFACT_2H_HOLYSTAFF_UNDEAD
expert's ghastly visor	T5_ARTEFACT_HEAD_LEATHER_UNDEAD
expert's glacial staff	T5_2H_GLACIALSTAFF
expert's glaive	T5_2H_GLAIVE
expert's glowing harmonic ring	T5_ARTEFACT_2H_FIRE_RINGPAIR_AVALON
expert's grailseeker	T5_2H_QUARTERSTAFF_AVALON
expert's graveguard armor	T5_ARMOR_PLATE_UNDEAD
expert's graveguard boots	T5_SHOES_PLATE_UNDEAD
expert's graveguard helmet	T5_HEAD_PLATE_UNDEAD
expert's great arcane staff	T5_2H_ARCANESTAFF
expert's great cursed staff	T5_2H_CURSEDSTAFF
expert's great fire staff	T5_2H_FIRESTAFF
expert's great frost staff	T5_2H_FROSTSTAFF
expert's great hammer	T5_2H_HAMMER
expert's great holy staff	T5_2H_HOLYSTAFF
expert's great nature staff	T5_2H_NATURESTAFF
expert's greataxe	T5_2H_AXE
expert's griffin underfur	T5_ARTEFACT_SHOES_LEATHER_FEY
expert's grovekeeper	T5_2H_RAM_KEEPER
expert's guardian armor	T5_ARMOR_PLATE_SET3
expert's guardian boots	T5_SHOES_PLATE_SET3
expert's guardian helmet	T5_HEAD_PLATE_SET3
expert's halberd	T5_2H_HALBERD
expert's hallowfall	T5_MAIN_HOLYSTAFF_AVALON
expert's hammer	T5_MAIN_HAMMER
expert's hand of justice	T5_2H_HAMMER_AVALON
expert's hardened debole	T5_ARTEFACT_MAIN_RAPIER_MORGANA
expert's harvester backpack	T5_BACKPACK_GATHERER_FIBER
expert's harvester cap	T5_HEAD_GATHERER_FIBER
expert's harvester garb	T5_ARMOR_GATHERER_FIBER
expert's harvester workboots	T5_SHOES_GATHERER_FIBER
expert's heavy crossbow	T5_2H_CROSSBOWLARGE
expert's heavy mace	T5_2H_MACE
expert's hellfire hands	T5_2H_KNUCKLES_HELL
expert's hellfire imp remnant	T5_ARTEFACT_2H_SHAPESHIFTER_HELL
expert's hellgate ritual (10v10 - nonlethal)	T5_HELLGATE_10V10_NON_LETHAL_1_MAP
expert's hellgate ritual (2v2 - nonlethal)	T5_HELLGATE_2V2_NON_LETHAL_1_MAP
expert's hellgate ritual (5v5 - nonlethal)	T5_HELLGATE_5V5_NON_LETHAL_1_MAP
expert's hellion hood	T5_HEAD_LEATHER_HELL
expert's hellion jacket	T5_ARMOR_LEATHER_HELL
expert's hellion shoes	T5_SHOES_LEATHER_HELL
expert's hellish bolts	T5_ARTEFACT_2H_DUALCROSSBOW_HELL
expert's hellish hammer heads	T5_ARTEFACT_2H_DUALHAMMER_HELL
expert's hellish handle	T5_ARTEFACT_OFF_JESTERCANE_HELL
expert's hellish sicklehead	T5_ARTEFACT_2H_SCYTHE_HELL
expert's hellish sicklehead pair	T5_ARTEFACT_2H_TWINSCYTHE_HELL
expert's hellspawn staff	T5_2H_SHAPESHIFTER_HELL
expert's helmet of valor	T5_HEAD_PLATE_AVALON
expert's heraldic warhorse	SKIN_ARMORED_HORSE_T5_MOUNT_GUILD
expert's heretic cape	T5_CAPEITEM_HERETIC
expert's heretic crest	T5_CAPEITEM_HERETIC_BP
expert's heron spear	T5_MAIN_SPEAR_KEEPER
expert's hoarfrost orb	T5_ARTEFACT_MAIN_FROSTSTAFF_KEEPER
expert's hoarfrost staff	T5_MAIN_FROSTSTAFF_KEEPER
expert's holy staff	T5_MAIN_HOLYSTAFF
expert's hood of tenacity	T5_HEAD_LEATHER_AVALON
expert's horse	T5_FARM_HORSE_GROWN
expert's humming avalonian whirligig	T5_ARTEFACT_2H_CROSSBOW_CANNON_AVALON
expert's hunter hood	T5_HEAD_LEATHER_SET2
expert's hunter jacket	T5_ARMOR_LEATHER_SET2
expert's hunter shoes	T5_SHOES_LEATHER_SET2
expert's hypnotic harmonic ring	T5_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON
expert's icicle orb	T5_ARTEFACT_2H_ICEGAUNTLETS_HELL
expert's icicle staff	T5_2H_ICEGAUNTLETS_HELL
expert's icy crystal	T5_ARTEFACT_2H_FROSTSTAFF_CRYSTAL
expert's imbued leather folds	T5_ARTEFACT_ARMOR_LEATHER_MORGANA
